420.00	5.77	5.82	5.83	6.14	5.76	5.81	5.84	5.86	5.8	5.73	5.82	8.39	6.22	5.72	5.88	5.75	5.84	6.03	5.94	5.98	5.97	6.1	5.76	5.92	5.78
440.00	5.7	5.93	5.98	5.99	5.73	5.97	5.96	5.93	5.82	5.84	5.08	4.89	5.66	5.48	5.89	5.92	5.76	5.92	6.06	5.8	5.86	6	5.66	5.9	5.87
460.00	5.73	5.78	5.98	5.76	5.97	6.01	5.8	5.92	5.7	5.73	4.73	5.02	5.84	5.72	5.78	5.85	5.93	5.92	5.96	5.95	5.67	5.69	5.76	5.92	5.92
480.00	5.76	5.79	5.73	5.78	5.84	5.75	5.75	5.79	5.45	5.68	5.25	4.9	5.54	5.86	5.81	5.73	5.99	5.95	5.63	5.94	5.75	5.93	5.78	6.06	5.95
500.00	5.86	5.97	5.84	5.78	5.84	6.19	5.59	5.63	5.57	5.63	5.17	4.66	5.7	5.63	5.76	5.51	6.16	5.95	5.9	5.89	5.95	5.86	5.89	5.99	5.85
520.00	5.68	5.67	5.92	6.77	5.93	6.01	5.95	5.73	5.77	5.76	4.74	5.45	5.82	5.66	5.92	5.92	5.68	5.96	5.8	5.58	5.87	6.06	5.91	5.85	5.81
540.00	5.76	5.84	5.73	5.89	5.96	5.9	6.03	5.76	5.57	4.83	4.51	5.87	5.73	5.65	5.89	6.03	6.4	6.03	5.72	5.46	5.88	5.78	5.67	5.94	5.72
560.00	5.62	5.71	5.72	5.8	5.63	5.96	5.88	5.78	5.46	5.56	4.72	4.71	4.98	5.62	5.81	5.9	5.96	6.16	5.98	5.99	6.04	5.78	5.91	5.8	5.98
580.00	5.82	5.75	5.62	5.78	5.59	5.67	6.08	5.78	5.7	5.75	4.64	5.41	5.67	5.32	5.81	5.77	6.03	6.12	6.14	5.97	5.92	5.89	5.4	6.08	5.89
600.00	5.81	5.8	5.69	5.71	5.84	5.89	5.83	5.62	5.66	5.53	5.64	4.47	5.6	5.75	5.77	5.74	5.66	5.78	5.52	6.1	5.87	5.76	5.78	5.88	5.99
620.00	5.67	5.67	5.71	5.7	5.89	5.71	5.64	5.52	5.56	5.29	4.91	4.78	5.68	5.7	5.75	5.7	5.57	5.89	5.65	5.96	5.98	5.96	5.88	5.66	5.84
640.00	5.71	5.61	5.71	5.83	5.7	5.81	5.73	5.76	5.57	5.31	4.74	4.63	5.53	5.5	5.89	5.72	5.6	5.95	6.04	5.87	5.95	5.78	5.89	5.69	5.73
660.00	5.65	5.71	5.85	5.72	5.66	5.84	5.82	5.71	5.63	5.53	4.76	4.6	5.6	5.59	5.54	5.97	5.96	5.86	5.87	6.01	5.98	5.68	6.55	5.67	5.64
680.00	5.85	5.73	5.79	6.18	6	5.92	6.15	5.84	5.46	5.75	4.81	4.96	5.83	5.62	5.88	5.99	5.76	5.93	5.94	5.9	5.65	6.11	5.67	5.68	5.8
700.00	5.96	5.51	6.14	5.88	5.88	6.02	5.72	5.79	5.86	6.06	4.86	4.28	5.98	6.14	6.08	6.01	5.73	5.68	5.71	5.9	5.79	5.75	6.2	5.66	5.67
720.00	5.76	5.93	5.87	5.92	5.81	6.24	5.91	5.77	5.68	5.04	5.15	5.71	5.76	5.89	5.05	5.72	5.82	6.08	5.84	5.84	5.94	5.8	5.82	5.64	5.84
740.00	5.62	5.82	5.8	5.98	6.08	6.27	5.72	5.76	5.75	5.63	4.98	5.18	5.79	5.7	6	5.59	5.76	5.92	6.5	5.92	5.78	5.67	5.62	6.72	6.02
760.00	5.7	6.02	6.02	5.89	5.91	5.92	5.53	8.57	5.45	6.67	4.56	5.86	5.23	5.48	5.97	6.01	5.49	6.08	5.77	5.88	5.25	6.01	5.84	5.8	5.76
780.00	5.67	5.67	5.76	5.74	6	6.39	5.66	5.44	5.35	4.84	5.14	5.71	5.88	5.89	6.26	6.55	5.84	5.85	6.12	6.32	5.87	5.71	5.77	6.37	6.22
800.00	5.72	6.48	5.88	5.97	6.25	5.84	5.41	5.9	5.19	5.1	5.08	5.67	5.26	5.84	5.85	5.98	5.86	6.29	5.79	6.03	5.67	5.89	5.82	5.74	5.99
820.00	5.82	5.87	5.99	5.98	5.98	5.84	5.81	5.66	5.71	5.76	5.11	5.04	5.3	6.11	5.44	5.46	5.81	5.78	5.93	5.7	5.91	5.96	5.7	5.88	5.62
840.00	5.75	5.82	5.82	6.48	5.89	6.22	5.96	5.85	5.77	5.49	4.63	4.96	5.42	5.69	5.89	5.83	6.03	5.98	5.88	5.78	5.82	5.96	5.84	6.02	5.84
860.00	5.75	5.79	5.77	5.88	6.06	5.89	5.89	5.56	5.12	5.36	4.66	5.89	5.42	5.65	5.95	5.85	6.05	5.8	6.36	5.96	6	5.76	5.9	5.91	6
880.00	5.84	5.69	5.75	5.84	5.71	5.91	5.92	5.89	5.75	6.78	5.52	5.46	5.5	5.97	5.99	5.89	5.83	5.71	6.22	5.76	5.71	5.79	5.85	5.79	5.85
900.00	5.74	5.68	5.77	5.88	6.32	5.79	5.79	5.6	5.75	5.5	4.5	4.71	5.47	5.61	5.74	5.81	5.53	5.75	5.85	5.7	5.89	5.8	5.71	5.92	5.87
920.00	5.6	5.6	5.63	5.78	5.72	5.7	5.68	5.75	5.67	5.48	4.63	5.55	5.49	5.57	5.75	5.7	5.56	5.95	5.87	5.62	5.78	6.09	5.69	5.62	5.71
940.00	5.7	5.65	5.62	5.81	5.73	5.63	5.78	5.55	5.43	5.28	4.35	4.46	5.74	5.66	5.77	5.74	5.58	5.75	5.85	5.75	5.65	5.58	5.64	5.62	5.71
960.00	5.69	5.61	5.5	5.74	5.72	5.69	6.4	5.68	5.67	5.13	4.56	4.66	6.22	5.54	5.66	5.81	5.78	5.71	5.56	5.65	5.7	5.67	5.67	5.62	5.73
980.00	5.78	6.31	6.4	5.74	5.6	5.81	5.68	5.77	5.81	5.11	4.55	4.63	5.74	5.3	5.89	5.67	5.62	5.68	5.84	5.73	5.83	5.74	5.7	5.58	5.72
1000.00	5.78	5.72	5.81	5.75	5.71	5.71	5.6	5.75	5.7	5.45	5.47	4.41	4.58	5.2	5.77	5.43	5.65	5.37	5.82	5.77	5.78	5.78	5.75	5.7	5.97
1020.00	5.82	5.66	5.7	5.94	5.44	5.64	5.52	5.77	5.47	5.4	4.45	4.62	5.7	5.67	5.5	5.65	5.62	5.46	5.58	5.67	5.72	5.46	5.62	5.62	5.61
1040.00	5.68	5.7	5.7	5.85	5.81	5.72	5.7	5.7	5.68	5.37	5.32	4.41	5.36	4.84	5.64	5.84	5.52	5.74	5.86	5.66	5.93	5.83	5.72	5.54	5.66
1060.00	5.7	5.7	5.94	5.73	5.81	5.72	5.8	5.78	5.54	5.41	5.37	5.19	4.97	4.98	5.38	5.7	5.73	5.66	5.84	5.8	5.75	5.74	5.79	5.73	5.58
1080.00	5.72	5.8	5.74	5.9	5.78	5.92	5.72	5.69	5.65	5.47	5.4	4.49	5.26	5.5	5.52	5.55	5.64	5.81	5.88	5.73	5.7	5.56	5.7	5.67	5.7
1100.00	5.67	5.75	5.7	5.76	5.71	5.78	5.73	5.67	5.58	5.45	4.62	4.56	5.92	5.4	5.53	5.41	5.7	5.79	5.81	5.54	5.53	5.54	5.67	5.63	5.65
1120.00	5.75	5.76	5.92	5.71	5.75	5.7	5.57	5.97	5.41	5.2	4.41	5.04	4.71	5.59	5.66	5.74	5.68	5.77	5.69	5.69	5.84	5.58	5.49	5.92	5.55
1140.00	5.65	5.65	5.63	5.67	5.84	5.75	5.71	5.45	5.75	5.55	4.84	4.94	5.32	5.67	5.39	5.67	5.73	5.63	5.6	5.68	5.68	5.82	5.45	5.62	5.62
1160.00	5.61	5.92	5.92	5.74	5.84	5.85	5.78	5.84	5.74	5.58	6.2	5.62	4.98	5.44	5.5	5.54	5.37	5.57	5.78	5.8	5.7	5.7	5.63	5.65	6.18
1180.00	5.76	5.78	5.78	5.83	5.74	5.89	5.77	5.78	5.94	6.4	5.3	4.87	5.72	5.67	5.66	5.79	5.76	5.82	5.85	5.78	5.7	5.8	5.72	5.76	5.79
1200.00	5.77	5.99	5.86	5.95	5.46	5.94	5.95	5.99	6	5.7	5.51	4.59	5.48	5.59	5.73	5.75	5.94	5.8	5.67	5.78	5.88	5.67	5.81	5.73	5.59
1220.00	5.67	5.89	5.75	5.8	5.8	5.87	5.93	5.8	5.82	5.81	5.75	4.97	5.67	5.29	5.76	5.67	5.78	5.9	5.7	5.79	5.7	5.7	5.78	5.7	5.58
1240.00	5.92	5.57	5.95	5.88	5.94	5.84	5.9	5.84	5.78	5.71	4.72	5.32	5.95	4.61	5.67	5.87	5.81	5.81	5.3	5.68	5.7	5.92	5.82	5.78	5.75
1260.00	5.75	5.78	5.84	5.81	5.84	5.86	5.81	5.89	5.8	5.72	6.11	4.53	5.56	5.27	5.45	5.4	5.67	5.78	5.74	5.75	6.14	5.72	5.72	5.88	5.88
1280.00	5.72	5.88	5.82	5.76	5.78	6.32	5.85	5.92	5.76	6.31	5.72	5.5	5.85	4.96	6.1	5.62	5.81	5.89	5.73	5.84	5.71	6.12	5.82	5.94	5.59
1300.00	5.92	5.84	5.96	5.7	5.87	5.95	5.92	5.71	5.63	5.5	5.28	4.8	5.58	5.75	5.82	5.89	5.7	5.8	5.59	5.65	5.81	5.7	5.75	5.71	5.72
1320.00	5.7	5.91	5.91	6.1	5.57	6.05	5.92	5.94	5.88	5.76	6.45	5.6	5.46	5.37	5.79	5.77	5.74	5.72	5.72	5.55	5.57	5.76	5.76	5.75	5.67
1340.00	5.94	5.7	6	5.87	5.79	6.06	5.85	5.63	5.95	5.74	5.27	5.69	5.05	5.66	6.01	5.79	5.62	5.7	6.32	5.72	5.86	5.8	5.76	5.89	5.87
1360.00	5.8	5.98	5.76	5.91	5.78	5.9	5.97	5.85	5.9	5.6	6.19	5.37	5.13	5.02	5.71	5.38	5.24	5.73	5.68	5.73	5.75	5.89	5.77	5.69	6.38
1380.00	5.89	5.8	5.78	5.83	5.92	5.74	5.71	5.7	5.48	5.26	5.58	5.31	5.62	6.22	5.25	6.26	5.64	6.47	6.22	5.75	6.32	5.9	5.85	5.84	5.81
1400.00	5.97	5.87	5.84	5.89	5.84	5.73	5.84	5.88	5.75	5.21	6.36	5.25	6.18	5.62	5.7	5.76	5.76	5.72	5.73	5.85	5.77	5.75	5.78	5.87	5.88
1420.00	6	5.79	5.86	5.84	5.94	5.92	5.72	5.95	5.65	5.37	5.57	5.49	5.78	5.67	6.36	5.74	5.73	6.72	5.92	8.76	5.97	5.92	5.79	5.86	5.77
1440.00	5.67	5.91	5.86	5.88	5.86	5.87	5.89	5.9	6.22	5.87	5.8	5.73	5.58	5.94	5.72	5.98	5.7	5.8	5.65	5.7	6.1	5.68	5.72	5.81	5.86
1460.00	5.84	5.9	5.92	5.84	5.84	5.92	5.89	5.81	5.73	6.22	4.95	5.71	4.78	5.92	5.62	5.59	5.79	5.7	5.76	5.94	5.67	5.78	5.74	5.87	5.88
1480.00	5.76	5.88	6.4	5.89	5.87	5.94	5.95	5.77	5.88	5.59	6.15	4.66	5.7	4.89	5.72	5.8	5.81	5.8	5.7	5.75	5.68	5.86	5.81	5.87	6.02
1500.00	6.08	5.86	5.92	6	5.81	5.88	5.77	5.71	6.45	5.95	5.2	4.9	5.3	5.21	5.84	5.7	5.87	5.48	6.41	5.99	5.9	5.88	5.74	6	5.79
1520.00	5.92	5.94	5.84	5.98	5.82	6.01	5.93	6.22	6.27	5.75	6.28	5.27	4.59	4.83	5.38	5.76	5.78	5.77	5.81	5.83	5.82	5.85	5.79	5.66	6.14
1540.00	6.01	6.01	6.1	5.92	5.96	5.81	5.84	5.94	5.41	5.52	4.61	5.34	5.14	5.32	5.49	5.8	5.91	5.85	5.7	5.68	5.81	5.92	5.79	5.69	5.88
1560.00	5.89	6.04	5.77	6.5	6.14	6.5	5.92	6.17	6.29	5.55	5.02	4.59	4.35	5.41	5.66	5.78	5.78	5.85	6.26	5.67	5.77	5.76	5.66	5.81	5.55
1580.00	5.84	5.69	5.92	5.78	5.83	5.88	5.92	5.73	5.48	5.7	5.58	5.06	4.73	5.45	5.79	5.82	5.81	6.03	5.7	5.49	5.72	5.66	6.3	5.41	5.58
1600.00	5.8	5.96	5.82	5.97	6.06	5.88	5.89	5.82	5.82	5.71	5.75	5.05	4.44	5.78	5.38	5.63	5.5	5.59	5.82	6.14	5.79	5.82	5.78	5.67	5.67
1620.00	5.78	5.92	5.84	5.78	5.88	5.76	5.88	5.75	5.9	5.63	6.1	5.78	5.2	4.69	6.05	4.51	5.75	5.81	5.82	5.72	5.77	5.69	5.94	5.67	5.54
1640.00	5.76	5.76	5.89	5.89	5.87	5.84	5.92	5.75	5.88	5.73	5.3	4.69	5.28	5.88	5.41	5.86	5.74	5.76	5.84	5.72	5.95	5.71	5.67	5.63	5.71
1660.00	5.9	5.92	5.91	5.88	5.93	5.87	5.92	5.41	6.26	5.87	5.84	5.56	5.35	5.94	6.1	6.17	5.7	6.18	5.66	5.84	5.74	5.97	5.65	5.21	5.59
1680.00	5.86	5.88	5.89	5.95	6	5.85	6.04	5.87	5.92	5.62	5.66	5.28	4.72	6.18	5.75	5.85	6.09	5.75	5.68	5.91	5.72	5.82	6.26	5.63	5.53
1700.00	5.85	5.84	5.79	5.93	5.71	5.88	5.87	6.03	5.62	6.11	5.54	4.9	5.73	5.06	5.63	5.54	5.76	5.97	5.59	5.75	5.72	5.83	5.78	5.84	5.89
1720.00	5.84	5.86	5.9	5.97	5.97	5.71	5.78	5.79	5.92	5.67	5.65	5.04	4.72	5.04	5.69	5.71	5.7	5.85	5.8	5.71	5.8	6.18	5.68	5.47	5.81
1740.00	6.02	6.08	5.84	5.78	5.93	5.88	5.87	5.89	5.7	5.69	5.01	4.71	5.45	4.89	5.64	5.76	5.84	5.85	5.67	5.95	5.82	5.92	5.65	5.83	5.76
1760.00	5.7	5.88	6.02	5.95	5.83	5.8	5.87	5.43	5.71	5.42	5.65	6.14	5.94	5.05	5.81	5.71	6.29	5.58	5.76	5.55	5.7	5.77	5.68	5.75	6.4
1780.00	5.7	5.88	5.97	5.89	5.8	6	5.82	5.84	5.72	5.59	5.57	5.39	4.99	4.71	5.49	5.73	5.67	5.7	5.92	5.46	5.77	6.01	6.02	5.76	5.9
1800.00	5.78	6	5.88	5.73	5.84	5.89	5.73	5.72	5.4	5.95	5.8	4.71	5.67	5.89	5.62	5.66	5.87	5.65	5.64	5.69	5.78	6.01	5.81	5.82	5.67
1820.00	5.84	5.09	6.14	6	5.97	5.89	6.04	5.84	6	5.81	5.67	5.62	5.55	5.44	5.6	5.54	5.66	5.58	6.36	6.41	5.7	6.27	5.9	5.92	5.8
1840.00	5.85	5.67	5.92	5.94	5.85	6.01	5.76	6.38	5.82	5.45	5.56	4.03	4.66	5.54	6.11	5.55	5.66	5.77	5.66	5.74	5.71	5.73	5.88	5.97	5.92
1860.00	5.8	5.54	5.82	5.84	5.81	5.8	5.8	5.95	5.97	5.62	5.06	5.46	5.2	5.39	5.67	5.84	5.73	5.7	5.63	5.94	5.66	5.86	5.82	6.02	5.8
1880.00	5.83	5.94	5.96	5.86	6.05	5.95	5.9	5.93	6.54	5.83	5.63	4.84	4.73	5.37	5.56	5.9	5.97	5.83	6.28	5.58	5.91	5.76	5.8	5.91	5.82
1900.00	5.85	5.84	6.01	5.84	5.91	6.4	5.82	5.9	5.78	5.85	5.94	5.46	4.84	4.92	4.67	5.38	5.72	6.32	5.92	5.77	5.71	5.78	6.02	6.01	5.95
1920.00	5.95	5.95	6	5.85	5.94	6.18	5.94	5.73	6.3	6.1	4.76	5.53	4.89	6.57	5.65	5.63	5.92	5.98	6.15	6.32	5.92	6.11	5.89	6.08	5.92
1940.00	5.92	5.77	5.93	6.1	5.79	6.11	5.95	5.92	5.92	5.81	5.57	5.75	5.36	5.04	4.84	5.53	5.82	5.67	6.28	5.71	5.93	5.77	5.86	5.76	5.89
1960.00	5.84	6.05	5.92	6.09	5.94	5.92	6.03	5.92	5.85	5.8	6.36	4.71	4.69	5.98	5.29	6.04	5.89	6	5.78	5.92	5.87	6.01	5.96	5.97	5.92
1980.00	5.86	5.98	5.88	5.92	5.76	5.95	5.84	5.77	5.85	5.24	4.53	5.65	5.04	5.7	5.81	5.56	6.02	5.9	5.8	5.89	5.84	5.68	5.92	6.17	5.91
2000.00	6.58	6.66	6	5.81	5.88	6.39	5.79	6.61	5.78	5.44	6.66	5.41	5.31	5.76	6.06	5.8	5.88	6.02	5.8	5.75	5.92	6.01	6.41	6.43	6.48
2020.00	5.85	5.82	6.47	5.82	6.4	5.7	5.92	5.92	6.48	6.19	5.92	6.15	5.49	5.92	6.27	6	6.55	6.51	5.8	6.61	6.45	6.34	5.74	5.97	6.3
2040.00	5.92	5.94	5.98	6.01	5.84	5.79	5.76	6.42	5.81	5.82	5.51	5.85	5.58	6.41	5.67	5.8	5.9	5.71	6.31	5.81	5.8	6.35	5.65	6.05	5.9
2060.00	5.84	6.38	5.89	5.88	5.81	5.78	5.97	5.94	5.9	6.14	6.19	6.48	5.25	6.28	5.76	6.53	6.47	6.5	5.86	6.24	6.45	5.89	5.86	5.85	5.84
2080.00	5.84	6	5.69	5.85	5.75	5.88	5.81	5.76	5.78	5.65	5.9	5.44	4.92	5.2	6.31	5.58	5.76	5.96	5.88	6.5	5.83	5.97	5.87	5.75	6.01
2100.00	5.78	5.87	5.9	5.72	5.79	5.8	5.79	5.78	5.54	5.66	6.14	6.5	5.32	6.3	5.87	5.86	6.25	5.84	5.52	5.78	5.88	5.84	5.66	5.89	5.97
2120.00	5.8	6.08	5.84	5.83	5.83	5.91	5.96	5.8	5.89	5.49	5.8	5.04	5.09	5.28	6.19	5.74	5.72	5.82	6.05	6.01	5.89	5.2	5.88	5.65	5.95
2140.00	6	5.96	5.78	5.64	5.54	5.84	5.7	4.86	5.13	4.69	5.61	5.72	5.86	5.87	5.81	5.79	6.06	6.14	5.58	5.71	5.68	5.95	5.95	5.95	6.1
2160.00	5.74	5.86	5.57	5.76	5.67	5.64	5.82	5.73	5.51	5.53	5.34	4.87	4.88	6.1	5.78	5.72	5.87	6.03	5.65	5.59	5.86	5.71	5.85	6.38	5.76
2180.00	5.7	6.02	5.73	5.84	5.95	5.78	5.96	5.91	5.46	5.99	5.34	4.7	5.57	5.8	5.62	5.7	5.92	5.92	5.72	6.02	5.8	5.84	5.84	5.94	5.79
2200.00	5.78	5.75	5.91	5.81	5.79	5.6	5.78	5.76	6.11	5.59	5.9	4.81	4.78	5.65	5.65	5.7	6.05	5.9	5.92	5.95	5.67	5.89	5.78	5.73	5.86
2220.00	6.12	5.73	5.72	5.78	5.74	5.78	5.7	5.55	5.75	6.18	6.07	4.85	4.87	4.95	6.35	5.56	5.84	6.54	5.84	6.44	5.75	5.72	5.89	5.75	5.7
2240.00	6.05	5.83	5.69	5.65	6.45	5.7	6.31	5.51	5.78	5.9	6.22	5.58	4.9	5.61	5.8	5.96	6.5	5.89	5.95	5.7	6.31	5.75	5.98	5.92	5.85
2260.00	5.84	5.85	5.92	5.85	5.99	5.7	5.47	5.64	6.08	5.43	4.85	5.88	4.68	5.63	6.41	5.77	6.21	6.46	6.36	5.76	6.32	5.92	6.02	5.92	5.92
2280.00	5.95	5.96	5.84	6.04	5.71	6.12	6.12	6.4	6.26	5.54	5.32	4.71	4.92	6.27	5.64	6.41	6.01	6	5.94	5.74	5.81	5.81	5.84	5.96	6.06
2300.00	5.77	5.87	5.84	5.97	6	5.74	5.85	5.68	5.7	5.54	4.98	4.63	4.99	5.58	5.91	6.4	5.85	6.4	6.41	6.43	5.81	5.82	5.92	5.94	5.97
2320.00	5.92	5.94	5.79	5.89	5.95	5.75	5.89	5.67	5.63	5.32	5.4	4.95	4.85	5.73	6.05	5.92	6.17	5.95	5.86	5.72	5.56	5.87	5.88	5.85	5.95
2340.00	5.81	5.87	5.77	5.92	5.78	5.8	5.83	5.46	5.63	5.66	5.97	6.05	5.34	6.4	6.4	5.75	5.94	5.94	5.92	6.34	5.87	6.34	5.93	6.03	6.1
2360.00	5.72	5.85	5.96	5.94	5.96	6.07	5.73	5.52	5.51	5.55	5.2	5.86	5.81	5.64	5.92	6.95	5.93	5.91	5.8	6.18	5.78	5.89	6.22	5.91	5.89
2380.00	6.07	5.95	5.89	5.95	5.81	6	5.65	5.58	5.52	5.73	5.68	4.76	5.07	5.97	5.31	5.4	5.96	6.09	5.77	5.72	5.75	5.78	6.41	6.09	5.95
2400.00	5.84	5.85	5.92	5.94	6.12	5.98	5.78	5.86	5.63	5.49	5.1	4.91	5.15	6.4	5.81	5.83	5.89	5.78	5.81	5.76	6.31	6.31	6.22	6.47	5.96
2420.00	5.84	5.94	5.91	5.92	6.03	5.92	5.67	5.85	5.69	5.51	5.11	4.69	4.69	5.72	5.9	5.96	5.97	5.87	5.76	5.73	5.82	6.06	5.92	5.76	5.82
2440.00	5.79	5.93	5.97	5.87	5.81	6.05	5.67	5.74	5.76	5.66	5.21	5.35	5.15	5.65	5.79	5.92	5.74	5.71	5.97	5.92	5.89	5.86	5.88	5.9	5.89
2460.00	5.66	5.8	5.93	5.97	5.82	5.94	5.7	5.42	5.37	5.56	6.03	4.74	4.82	6.18	5.78	5.89	5.63	5.86	5.7	5.77	5.85	5.89	5.92	5.74	5.91
2480.00	5.62	5.83	6.06	5.83	5.73	5.86	5.8	5.69	5.84	5.76	4.96	4.92	4.73	5.5	5.78	5.78	5.9	5.95	5.72	5.67	5.71	5.8	5.89	5.97	5.98
2500.00	5.59	5.7	6.06	5.8	5.84	6.03	5.8	5.66	5.76	5.27	5.49	4.79	4.77	5.5	5.8	5.9	5.78	5.98	5.79	5.67	5.71	5.79	5.79	6.02	5.81
2520.00	5.93	5.71	5.81	5.93	5.93	5.81	5.72	5.81	5.81	5.7	4.98	4.64	5.61	5.95	5.7	5.84	5.85	5.87	5.74	5.92	6.06	6	5.95	5.92	5.92
2540.00	5.97	5.92	5.91	5.89	5.87	5.92	5.78	5.81	5.8	5.85	5.49	4.98	4.55	5.28	6.04	6.03	6.05	6.29	5.84	5.97	5.89	5.98	5.86	6.04	5.8
2560.00	5.8	5.92	5.98	5.94	6.11	6.06	5.95	6.03	5.5	5.48	5.45	4.42	4.59	5.09	5.76	5.94	6.05	5.94	5.76	5.7	5.66	5.97	5.87	6.03	5.9
2580.00	5.81	6	5.91	5.95	6.16	6.15	5.82	5.8	5.59	5.7	6.22	4.88	4.74	5.46	5.78	6.03	6.79	5.8	5.93	5.8	5.84	5.94	5.79	5.88	5.87
2600.00	5.96	5.96	6.03	5.95	6.02	5.99	5.81	5.97	5.7	5.59	5.33	5.04	4.81	5.68	5.85	5.95	5.84	6.07	5.86	5.79	5.83	5.99	5.87	5.89	5.75
2620.00	5.85	5.9	5.88	5.92	5.95	5.89	6.02	5.98	5.66	6.07	4.69	4.93	5.72	5.86	5.75	5.84	5.88	5.76	5.91	5.74	5.95	5.93	6.06	6.06	5.87
2640.00	5.92	5.93	6.1	5.83	5.99	6.01	6	5.79	5.81	5.67	5.16	4.62	4.92	5.5	5.91	6.1	5.94	5.8	5.89	6.26	5.86	5.81	5.92	5.86	5.95
